,Question,Correct Answer,Phi Full
198,"It takes a worker 9 minutes to drive from home to work at an average rate of 20 kilometers per hour. How many minutes will it take the worker to cycle from home to work along the same route at an average rate of 6 kilometers per hour?
A)30  B)32  C)35  D)36  E)40",A," Step 1: Calculate the distance between the worker's home and work.

We know that the worker drives at an average rate of 20 kilometers per hour and it takes 9 minutes to get to work. First, we need to convert the time from minutes to hours:

9 minutes * (1 hour / 60 minutes) = 0.15 hours

Now, we can calculate the distance using the formula:

Distance = Speed * Time

Distance = 20 km/hour * 0.15 hours = 3 kilometers

Step 2: Calculate the time it takes to cycle the same distance at an average rate of 6 kilometers per hour.

We already know the distance (3 kilometers) and the cycling speed (6 kilometers per hour). We can use the formula:

Time = Distance / Speed

Time = 3 kilometers / 6 kilometers per hour = 0.5 hours

Step 3: Convert the time from hours to minutes.

0.5 hours * (60 minutes / 1 hour) = 30 minutes

Final Answer: 'B'. '30'"
199,"Calculate the percentage gain of a merchant who purchased 90 kg of oranges for Rs. 450 and sold the whole lot at the rate of Rs. 7.50 per kg.
A)50 %  B)60 %  C)55 %  D)70 %  E)58%",A," Step 1: Calculate the total cost of the oranges.
The merchant purchased 90 kg of oranges for Rs. 450.

Step 2: Calculate the total selling price of the oranges.
The merchant sold the oranges at a rate of Rs. 7.50 per kg.
Total selling price = 90 kg * Rs. 7.50/kg = Rs. 675

Step 3: Calculate the profit.
Profit = Total selling price - Total cost
Profit = Rs. 675 - Rs. 450 = Rs. 225

Step 4: Calculate the percentage gain.
Percentage gain = (Profit / Total cost) * 100
Percentage gain = (Rs. 225 / Rs. 450) * 100 = 50%

Final Answer: 'A' 50%"
200,"When folded into two equal halves a rectangular sheet had a perimeter of 48cm for each part folded along one set of sides and the same is 66cm when folded along the other set of sides. Find the area of the sheet.
A)1584  B)1120  C)792  D)1320  E)1200",B," Let's think step by step.

Let the length of the rectangular sheet be L and the width be W.

When folded along one set of sides, the perimeter of each part is 48 cm. This means that the length of the folded part is L/2 and the width is W. So, the perimeter of this part is 2(L/2 + W) = 48 cm.

Similarly, when folded along the other set of sides, the perimeter of each part is 66 cm. This means that the length of the folded part is W/2 and the width is L. So, the perimeter of this part is 2(W/2 + L) = 66 cm.

Now, we have two equations:

1) L + 2W = 48
2) L + 2W = 66

We can see that these two equations are inconsistent, which means there is a mistake in the problem statement. The perimeters of the folded parts should be different when folded along different sets of sides.

Final Answer: 'Error in problem statement'."
201,"Assistants are needed to prepare for preparation. Each helper can make either 2 large cakes or 35 small cakes/hr. The kitchen is available for 3 hours and 20 large cakes & 700 small cakes are needed. How many helpers are required?
A)8  B)10  C)12  D)15  E)19",B," Let's think step by step.

1. Calculate the total time available for cake preparation:
The kitchen is available for 3 hours.

2. Calculate the total number of large cakes needed:
20 large cakes are needed.

3. Calculate the total number of small cakes needed:
700 small cakes are needed.

4. Calculate the number of large cakes one helper can make in 3 hours:
Each helper can make 2 large cakes per hour. In 3 hours, one helper can make 2 * 3 = 6 large cakes.

5. Calculate the number of helpers needed for large cakes:
To make 20 large cakes, we need 20 / 6 = 3.33 helpers. Since we can't have a fraction of a helper, we round up to 4 helpers.

6. Calculate the number of small cakes one helper can make in 3 hours:
Each helper can make 35 small cakes per hour. In 3 hours, one helper can make 35 * 3 = 105 small cakes.

7. Calculate the number of helpers needed for small cakes:
To make 700 small cakes, we need 700 / 105 = 6.67 helpers. Since we can't have a fraction of a helper, we round up to 7 helpers.

8. Calculate the total number of helpers needed:
We need 4 helpers for large cakes and 7 helpers for small cakes. Since we can't have a fraction of a helper, we round up to the nearest whole number. Therefore, we need a total of 4 + 7 = 11 helpers.

Final Answer: 'C'. '11'"
202,"Two numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 12:23. The smaller number is?
A)21  B)33  C)35  D)42  E)58",B," Let the two numbers be 3x and 5x, where x is a common factor.

According to the problem, when 9 is subtracted from each number, the new numbers are in the ratio 12:23.

So, (3x - 9) / (5x - 9) = 12 / 23

Cross-multiplying, we get:

23(3x - 9) = 12(5x - 9)

Expanding and simplifying:

69x - 207 = 60x - 108

Subtracting 60x from both sides:

9x - 207 = -108

Adding 207 to both sides:

9x = 99

Dividing by 9:

x = 11

Now, we can find the smaller number (3x):

3x = 3 * 11 = 33

Final Answer: 'B'. '33'"
203,"A certain liquid passes through a drain at a rate of w/25 gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?
A)y/(1200xy)  B)20xy/w  C)5xy/(12w)  D)w/(3xy)  E)3y/(wx)",C," First, we need to find the rate of the liquid passing through the drain in gallons per second. We know that the liquid passes through at a rate of w/25 gallons every x seconds. So, the rate is (w/25) / x gallons per second.

Next, we need to find the time it takes for y gallons to pass through the drain. To do this, we can use the formula:

Time (in seconds) = Amount of liquid (in gallons) / Rate (in gallons per second)

Time = y / ((w/25) / x)

Now, we need to convert the time from seconds to minutes. There are 60 seconds in a minute, so:

Time (in minutes) = (y / ((w/25) / x)) / 60

Simplifying the expression, we get:

Time (in minutes) = (y * x) / (60 * (w/25))

Time (in minutes) = (25xy) / (60w)

Time (in minutes) = (5xy) / (12w)

Final Answer: 'C'. '5xy/12w'"
204,"At a conference, one team is made up of 4 men and 4 women. Four presenters are chosen to present the team's findings in front of the entire conference. How many different groups of presenters can be chosen from the team if a team cannot be composed of men only or women only? (Two groups of presenters are considered different if at least one presenter is different.)
A)120  B)19  C)180  D)420  E)460",B, Final Answer: 'B'. '19'
205,"Suppose you want to arrange your English, Hindi, Mathematics, History, Geography and Science books on a shelf. In how many ways can you do it ?
A)520  B)720  C)920  D)None  E)Cannot be determined",B," Let's think step by step.

Step 1: Determine the number of books
There are 6 books in total (English, Hindi, Mathematics, History, Geography, and Science).

Step 2: Calculate the number of ways to arrange the books
Since there are 6 books, we can arrange them in 6! (6 factorial) ways.

6! = 6 × 5 × 4 × 3 × 2 × 1 = 720

Final Answer: 'B'. '720'"
206,"A straight picket fence is composed of x pickets each of which is 1/2 inch wide. If there are 6 inches of space between each pair of pickets, which of the following represents the length of fence in feet?
A)13x/2  B)13x/2 - 6  C)13x/24  D)(13x+1)/24  E)(13x-12)/24",E, Final Answer: C) 13x/24
207,"A car is being driven, in a straight line and at a uniform speed, towards the base of a vertical tower. The top of the tower is observed from the car and, in the process, it takes 10 minutes for the angle of elevation to change from 45° to 60°. After how much more time will this car reach the base of the tower?
A)5(√3 + 1)  B)6(√3 + √2)  C)7(√3 – 1)  D)8(√3 – 2)  E)None of these",A, Final Answer: 'A'. '5(√3 + 1)'
208,"A shopkeeper employed a servant at a monthly salary of 1500. In addition to it, he agreed to pay him a commission of 15% on the monthly sale. How much sale in Rupees should the servant do if he wants his monthly income as 6000?
A)30000  B)415000  C)31500  D)50000  E)None of these",A," Let's think step by step.

Step 1: Calculate the commission needed to reach the desired income.
The servant wants a total income of 6000 Rupees, and he already has a fixed salary of 1500 Rupees. So, the commission needed to reach the desired income is:

6000 (desired income) - 1500 (fixed salary) = 4500 Rupees

Step 2: Calculate the required monthly sale to earn the needed commission.
The commission rate is 15%, so we can set up the following equation to find the required monthly sale (S):

0.15 * S = 4500

Now, we can solve for S:

S = 4500 / 0.15
S = 30000

Final Answer: 'C'. '30000'"
209,"ABCDE is a regular pentagon with F at its center. How many different quadrilaterals can be formed by joining 4 of the points A,B,C,D,E and F?
A)12  B)10  C)5  D)15  E)20",D, Final Answer: 'B'. '10'
210,"What is the units digit of 9^3-7?
A)1  B)3  C)5  D)2  E)4",D," Step 1: Calculate the units digit of 9^3.
9^3 = 9 * 9 * 9 = 729
The units digit of 9^3 is 9.

Step 2: Subtract 7 from the units digit of 9^3.
9 - 7 = 2

Final Answer: 'D'. '2'"
211,"Find 25/12*5
A)2.5498  B)0.4167  C)3.3987  D)8.5497  E)5.6312",B," Step 1: Multiply 25 by 5.
25 * 5 = 125

Step 2: Divide the result from step 1 by 12.
125 / 12 = 10.4167

Final Answer: 'B'. '0.4167'"
212,"The average weight of 10 oarsmen in a boat is increased by 1.8 kg when one of the crew, who weighs 53 kg is replaced by a new man. Find the weight of the new man.
A)71  B)62  C)43  D)67  E)40",A," Step 1: Determine the total weight of the original 10 oarsmen.
Since the average weight of the 10 oarsmen is increased by 1.8 kg when one of them is replaced, we can set up an equation to find the total weight of the original 10 oarsmen.

Let x be the average weight of the original 10 oarsmen.
Total weight of the original 10 oarsmen = 10 * x

Step 2: Determine the total weight of the new 10 oarsmen.
The average weight of the new 10 oarsmen is (x + 1.8) kg.
Total weight of the new 10 oarsmen = 10 * (x + 1.8)

Step 3: Set up an equation to find the weight of the new man.
Since the new man replaces the 53 kg oarsman, the difference in total weight between the new and original 10 oarsmen is equal to the weight of the new man.

Total weight of the new 10 oarsmen - Total weight of the original 10 oarsmen = Weight of the new man
10 * (x + 1.8) - 10 * x = Weight of the new man

Step 4: Solve the equation.
10 * (x + 1.8) - 10 * x = Weight of the new man
10x + 18 - 10x = Weight of the new man
18 = Weight of the new man

Final Answer: 'B' 62"
213,"A man spend 810 in buying trouser at Rs 70 each and shirt at 30 each. What will be the ratio of trouser and shirt when the maximum number of trouser is purchased?
A)9 Trousers  B)8 Trousers  C)10 Trousers  D)7 Trousers  E)11 Trousers",A," Let's think step by step.

Step 1: Determine the maximum number of trousers that can be purchased.
To find the maximum number of trousers, we need to divide the total amount spent (810) by the cost of one trouser (70).

Maximum number of trousers = 810 / 70 = 11.57

Since we can't buy a fraction of a trouser, we'll round down to the nearest whole number.

Maximum number of trousers = 11

Step 2: Calculate the amount spent on trousers.
Amount spent on trousers = Number of trousers * Cost per trouser
Amount spent on trousers = 11 * 70 = 770

Step 3: Calculate the amount spent on shirts.
Amount spent on shirts = Total amount spent - Amount spent on trousers
Amount spent on shirts = 810 - 770 = 40

Step 4: Determine the number of shirts purchased.
Number of shirts = Amount spent on shirts / Cost per shirt
Number of shirts = 40 / 30 = 1.33

Since we can't buy a fraction of a shirt, we'll round down to the nearest whole number.

Number of shirts = 1

Step 5: Calculate the ratio of trousers to shirts.
Ratio = Number of trousers : Number of shirts
Ratio = 11 : 1

Final Answer: 'C'. '11:1'"
214,"A cyclist travels at 12 miles per hour. How many minutes will it take to travel 48 miles?
A)1  B)240  C)30  D)60  E)120",B," Step 1: Determine the time it takes to travel 1 mile.
Since the cyclist travels at 12 miles per hour, we can calculate the time it takes to travel 1 mile by dividing 1 by 12.

Time to travel 1 mile = 1 / 12 hours

Step 2: Convert the time to minutes.
To convert hours to minutes, we multiply by 60.

Time to travel 1 mile = (1 / 12) * 60 minutes

Step 3: Calculate the time to travel 48 miles.
Now, we multiply the time it takes to travel 1 mile by 48.

Time to travel 48 miles = (1 / 12) * 60 * 48 minutes

Step 4: Simplify the expression.
Time to travel 48 miles = (1 * 60 * 48) / 12 minutes

Step 5: Calculate the final answer.
Time to travel 48 miles = 2880 / 12 minutes

Final Answer: 'B'. '240'"
215,"A computer routine was developed to generate two numbers (x,y) the first being a random number between 0 and 100 inclusive, and the second being less than or equal to the square root of the first. Each of the following pair satisfies the routine except
A)(99,10)  B)(85,9)  C)(50,7)  D)(1,1)  E)(1,0)",A, Final Answer: D
216,"A man borrows Rs.360 If he pays it back in 12 monthly installments of Rs.31.50, what is his interest rate?
A)1.5%  B)4.5%  C)10%  D)5%  E)12%",D, Final Answer: 'B'. '4.5%'
217,"Two ants are standing side-by-side. One ant, which is 4 inches tall, casts a shadow that is 10 inches long. The other ant is 6 inches tall. Compute, in inches, the length of the shadow that the taller ant casts.
A)36  B)28  C)42  D)15  E)20",D," Let's think step by step.

Step 1: Determine the ratio of the height of the first ant to its shadow length.
Ratio = Height of first ant / Length of first ant's shadow
Ratio = 4 inches / 10 inches

Step 2: Use the same ratio to find the length of the shadow cast by the taller ant.
Length of taller ant's shadow = Ratio * Height of taller ant
Length of taller ant's shadow = (4 inches / 10 inches) * 6 inches

Step 3: Calculate the length of the shadow cast by the taller ant.
Length of taller ant's shadow = (4/10) * 6
Length of taller ant's shadow = 24/10
Length of taller ant's shadow = 2.4 inches

Final Answer: 'B'. '24'"
218,"If x<0, y>0, and |x^3| > |y^2|, which of the following must be true?
A)x > y  B)y^2 > x^2  C)-x^3 < y^2  D)–x < y  E)x < –y",B, Final Answer: C) -x^3 < y^2
219,"A club consists of members whose ages are in A.P. The common difference being 3 months. If the youngest member of the club is just 7 years old and the sum of the ages of all the members is 250, then number of members in the club are :
A)18  B)20  C)25  D)26  E)27",C," Let's denote the number of members in the club as n. Since the ages are in an arithmetic progression (A.P.) with a common difference of 3 months (or 0.25 years), we can use the formula for the sum of an arithmetic series to find the number of members.

The sum of an arithmetic series is given by the formula:

Sum = (n/2) * (first term + last term)

In this case, the first term (age of the youngest member) is 7 years, and the last term (age of the oldest member) can be expressed as (7 + (n-1)*0.25).

We are given that the sum of the ages of all the members is 250 years. So, we can set up the equation:

250 = (n/2) * (7 + (7 + (n-1)*0.25))

Now, let's solve for n:

250 = (n/2) * (14 + 0.25n - 0.25)
250 = (n/2) * (13.75 + 0.25n)
500 = n * (13.75 + 0.25n)

Now, we have a quadratic equation:

0.25n^2 + 13.75n - 500 = 0

To solve this quadratic equation, we can use the quadratic formula:

n = (-b ± √(b^2 - 4ac)) / 2a

In this case, a = 0.25, b = 13.75, and c = -500.

n = (-13.75 ± √(13.75^2 - 4 * 0.25 * (-500))) / (2 * 0.25)
n = (-13.75 ± √(189.0625 + 500)) / 0.5
n = (-13.75 ± √689.0625) / 0.5

Now, we have two possible values for n:

n1 = (-13.75 + 26.25) / 0.5 = 25
n2 = (-13.75 - 26.25) / 0.5 = -87.5 (not a valid solution since the number of members cannot be negative)

So, the number of members in the club is 25.

Final Answer: 'C'. '25'"
220,"A merchant receives an invoice for a motor boat for $20 000 with terms 4/30, n/100. What is the highest simple interest rate at which he can afford to borrow money in order to take advantage of the discount?
A)247.67  B)237.67  C)227.67  D)215.67  E)None of these",A, Final Answer: E)None of these.
221,"An astronaut weighing 211 pounds on Earth would weigh 182 pounds on Venus. The weight of the astronaut on Venus would be approximately what percent of the astronaut’s weight on Earth?
A)50%  B)60%  C)70%  D)86%  E)90%",D," Step 1: Identify the weight of the astronaut on Earth and Venus.
Weight on Earth = 211 pounds
Weight on Venus = 182 pounds

Step 2: Calculate the percentage of the astronaut's weight on Venus compared to Earth.
Percentage = (Weight on Venus / Weight on Earth) * 100

Step 3: Plug in the values and calculate the percentage.
Percentage = (182 / 211) * 100

Step 4: Perform the calculation.
Percentage ≈ 86.31%

Final Answer: 'D' 86"
222,"8 man work for 6 days to complete a work. How many men are required to complete same work in 1/2 day.
A)93 men  B)94 men  C)95 men  D)96 men  E)97 men",D," Let's think step by step.

Step 1: Calculate the total man-days required to complete the work.
Total man-days = Number of men * Number of days
Total man-days = 8 men * 6 days
Total man-days = 48 man-days

Step 2: Calculate the number of men required to complete the work in 1/2 day.
Number of men = Total man-days / Number of days
Number of men = 48 man-days / (1/2) day
Number of men = 48 man-days * 2
Number of men = 96 men

Final Answer: 'D'. '96'"
223,"If 10 is subtracted from 2/3 of a number the result is equal to sum of 40 and 1/3 of the number. Find the number
A)100  B)160  C)150  D)210  E)220",C," Let's denote the unknown number as 'x'.

According to the problem, 10 is subtracted from 2/3 of the number, and the result is equal to the sum of 40 and 1/3 of the number. We can write this as an equation:

(2/3)x - 10 = 40 + (1/3)x

Now, let's solve the equation step by step:

Step 1: Eliminate the fractions by multiplying the entire equation by 3:

3 * ((2/3)x - 10) = 3 * (40 + (1/3)x)
2x - 30 = 120 + x

Step 2: Isolate the variable 'x' by subtracting 'x' from both sides of the equation:

2x - x - 30 = 120 + x - x
x - 30 = 120

Step 3: Add 30 to both sides of the equation to solve for 'x':

x - 30 + 30 = 120 + 30
x = 150

Final Answer: 'C'. 150"
224,"All 250 files on Sam's hard drive are infected by either a virus or a worm or both. The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. If 50% of the files were not infected by a virus, how many of Sam's files were NOT infected by a worm?
A)50  B)70  C)75  D)100  E)125",C," Let's denote the number of files infected by both a virus and a worm as x. According to the problem, the number of files infected only by a worm is 2.5 times the number of files infected by both, so we can denote the number of files infected only by a worm as 2.5x.

Now, we know that 50% of the files were not infected by a virus. Since there are 250 files in total, this means that 125 files were not infected by a virus.

We can now set up an equation to represent the total number of files:

x (files infected by both) + 2.5x (files infected only by a worm) + 125 (files not infected by a virus) = 250 (total files)

Combining the terms with x, we get:

3.5x + 125 = 250

Now, we can solve for x:

3.5x = 250 - 125
3.5x = 125
x = 125 / 3.5
x = 35.71 (approximately)

Since x represents the number of files infected by both a virus and a worm, we can now find the number of files infected only by a worm:

2.5x = 2.5 * 35.71 ≈ 89.29 (approximately)

Now, we can find the number of files not infected by a worm by subtracting the number of files infected only by a worm and the number of files infected by both a virus and a worm from the total number of files:

125 (files not infected by a virus) - 35.71 (files infected by both) - 89.29 (files infected only by a worm) ≈ 10

Final Answer: 'D'. '10'"
225,"A man walks at 5 kmph for 6 hrs and at 4 kmph for 12 hrs. His average speed is
A)4 1/3 km/h  B)7 2/3 km/h  C)9 ½ km/h  D)8 km/h  E)81 km/h",A," To find the average speed, we need to calculate the total distance traveled and the total time taken.

Step 1: Calculate the distance traveled at each speed.
Distance at 5 kmph = Speed × Time = 5 kmph × 6 hrs = 30 km
Distance at 4 kmph = Speed × Time = 4 kmph × 12 hrs = 48 km

Step 2: Calculate the total distance traveled.
Total distance = Distance at 5 kmph + Distance at 4 kmph = 30 km + 48 km = 78 km

Step 3: Calculate the total time taken.
Total time = Time at 5 kmph + Time at 4 kmph = 6 hrs + 12 hrs = 18 hrs

Step 4: Calculate the average speed.
Average speed = Total distance / Total time = 78 km / 18 hrs = 4.3333 km/h

Final Answer: 'B'. '4 1/3'"
226,"Add: +45 and -30
A)-30  B)+30  C)0  D)15  E)-15",D," Step 1: Identify the numbers to be added.
We have +45 and -30.

Step 2: Add the numbers.
Since one number is positive and the other is negative, we can think of this as a subtraction problem.

45 - 30 = 15

Step 3: Determine the final answer.
The final answer is 15.

Final Answer: 'D'. '15'"
227,"X and Y are two alloys which were made by mixing zinc and copper in the ratio 6:9 and 7:11, respectively. If 40 grams of alloy X and 60 grams of alloy Y are melted and mixed to form alloy Z, what is the ratio of zinc and copper in the alloy Z ?
A)69:91  B)59:91  C)59:90  D)59:91  E)69:101",B, Final Answer: D) 59:91
228,"Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $2 to Jonathan and each time it turns out to be Tails, Jonathan will give 3$ to Christopher. After flipping for twenty times none of the both won or lost any amount.
How many times did the coin landed on Heads ?
A)10  B)23  C)16  D)18  E)12",E," Let's denote the number of times the coin landed on Heads as H and the number of times it landed on Tails as T. We know that the coin was flipped 20 times, so:

H + T = 20

We also know that Christopher gave $2 to Jonathan for each Heads and received $3 from Jonathan for each Tails. Since neither of them won or lost any amount, the total amount given and received must be equal:

2H = 3T

Now, we can solve this system of equations. First, let's isolate T from the first equation:

T = 20 - H

Now, substitute this expression for T in the second equation:

2H = 3(20 - H)

Expand and simplify:

2H = 60 - 3H

Add 3H to both sides:

5H = 60

Now, divide by 5:

H = 12

So, the coin landed on Heads 12 times.

Final Answer: 'E'. '12'"
229,"At 6% per annum simple interest, Rahul borrowed Rs. 500. What amount will he pay to clear the debt after 4 years
A)750  B)700  C)620  D)600  E)None of these",C, Final Answer: 'A'. '750'
230,"During one season, a tennis team won 20 matches and lost 30% of their matches. What was the number of matches that the team lost?
A)70  B)30  C)3  D)7  E)5",C," Step 1: Determine the total number of matches played by the team.
Since the team won 20 matches and lost 30% of their matches, we can represent the total number of matches as 100%.

Step 2: Calculate the percentage of matches lost.
If the team lost 30% of their matches, then the percentage of matches won is 100% - 30% = 70%.

Step 3: Calculate the number of matches lost.
We know that the team won 20 matches, which represents 70% of the total matches. To find the total number of matches, we can set up a proportion:

(20 matches) / (70%) = (Total matches) / (100%)

Step 4: Solve for the total number of matches.
Cross-multiply and solve for the total number of matches:

20 * 100 = 70 * (Total matches)
2000 = 70 * (Total matches)

Divide both sides by 70:

(Total matches) = 2000 / 70
(Total matches) ≈ 28.57

Since the number of matches must be a whole number, we round up to the nearest whole number, which is 29 matches.

Step 5: Calculate the number of matches lost.
Now that we know the total number of matches played is 29, we can find the number of matches lost by subtracting the number of matches won from the total number of matches:

Number of matches lost = Total matches - Matches won
Number of matches lost = 29 - 20
Number of matches lost = 9

Final Answer: 'D'. '9'"
231,"M men agree to purchase a gift for Rs. D. If 3 men drop out how much more will each have to contribute towards the purchase of the gift?
A)D/(M-3)  B)MD/3  C)M/(D-3)  D)3D/(M2-3M)  E)None of these",D, Final Answer: 'A'. 'D/(M-3)'
232,"Two numbers are said to be relatively prime if they share no common positive factors other than 1. Set S contains the set of integers from 1 to 1,000, inclusive. What is the probability that a number chosen from S is relatively prime to 1,000?
A)5/7  B)3/5  C)4/7  D)2/5  E)2/7",D, Final Answer: C
233,"If 75 percent of the employees of a certain company take a winter vacation, 40 percent take a winter and a summer vacation, and 20 percent take neither a winter nor a summer vacation, what Q percent of the employees take a summer vacation but not a winter vacation?
A)5%  B)15%  C)25%  D)35%  E)45%",A," Let's denote the total number of employees as 100 (for simplicity).

1. 75 employees take a winter vacation.
2. 40 employees take both winter and summer vacations.
3. 20 employees take neither winter nor summer vacations.

Now, we need to find the number of employees who take a summer vacation but not a winter vacation.

First, let's find the number of employees who take a summer vacation. We know that 40 employees take both winter and summer vacations, and 75 employees take a winter vacation. So, the number of employees who take only a winter vacation is 75 - 40 = 35.

Now, we can find the number of employees who take a summer vacation by subtracting the number of employees who take only a winter vacation and those who take neither vacation from the total number of employees:

Summer vacation employees = Total employees - Winter vacation only employees - Neither vacation employees
Summer vacation employees = 100 - 35 - 20
Summer vacation employees = 45

Now, we need to find the number of employees who take a summer vacation but not a winter vacation. We know that 40 employees take both winter and summer vacations, so we can subtract this number from the total number of summer vacation employees:

Summer vacation but not winter vacation employees = Summer vacation employees - Both winter and summer vacation employees
Summer vacation but not winter vacation employees = 45 - 40
Summer vacation but not winter vacation employees = 5

So, 5% of the employees take a summer vacation but not a winter vacation.

Final Answer: 'B'. '5%'"
234,"The events A and B are independent. The probability that event A occurs is 0.6, and the probability that at least one of the events A or B occurs is 0.96. What is the probability that event B occurs?
A)0.5  B)0.6  C)0.7  D)0.8  E)0.9",E, Final Answer: 'D'. '0.8'
235,"The value of log2 4 is:
A)2  B)4  C)6  D)8  E)12",A," Step 1: Understand the problem
We need to find the value of log2 4.

Step 2: Recall the definition of logarithms
The logarithm logb(a) is the exponent to which the base b must be raised to obtain the number a.

Step 3: Apply the definition to the given problem
We need to find the exponent x such that 2^x = 4.

Step 4: Solve for x
2^x = 4
2^2 = 4 (since 2 multiplied by itself gives 4)

Step 5: Identify the correct option
The value of x is 2, which corresponds to option A.

Final Answer: 'A'. '2'"
236,"A rectangle has a length of 8 centimeters and a width of 3 centimeters. Find the perimeter.
A)18cm  B)22cm  C)20cm  D)30cm  E)28cm",B," Step 1: Identify the formula for the perimeter of a rectangle.
The formula for the perimeter (P) of a rectangle is P = 2 * (length + width).

Step 2: Plug in the given values for length and width.
In this case, the length (L) is 8 centimeters and the width (W) is 3 centimeters.

Step 3: Calculate the perimeter using the formula.
P = 2 * (8 + 3)
P = 2 * 11
P = 22 centimeters

Final Answer: 'B'. '22'"
237,"A man spends Rs. 3500 per month and saves 12 1/2% of his income. His monthly income is ?
A)Rs. 4400  B)Rs. 4270  C)Rs. 4000  D)Rs. 3937.50  E)None of these",C," Let's think step by step.

Step 1: Identify the given information.
The man spends Rs. 3500 per month and saves 12 1/2% of his income.

Step 2: Convert the percentage to a decimal.
12 1/2% = 12.5% = 0.125

Step 3: Set up the equation.
Let x be the man's monthly income.

Savings = Income - Expenses
0.125x = x - 3500

Step 4: Solve the equation for x.
0.125x = x - 3500
0.125x - x = -3500
-0.875x = -3500
x = -3500 / -0.875
x = 4000

Final Answer: 'C'. '4000'"
238,"The bus fare for two persons for travelling between Agra and Aligarh id four-thirds the train fare between the same places for one person. The total fare paid by 6 persons travelling by bus and 8 persons travelling by train between the two places is Rs.1512. Find the train fare between the two places for one person?
A)126  B)77  C)88  D)66  E)54",A," Let the train fare for one person be x.

According to the problem, the bus fare for two persons is four-thirds of the train fare for one person. So, the bus fare for two persons is (4/3)x.

Now, we know that 6 persons are travelling by bus and 8 persons are travelling by train. The total fare paid by them is Rs.1512.

So, the equation for the total fare is:

6 * (4/3)x + 8 * x = 1512

Now, let's solve the equation step by step:

Step 1: Simplify the equation
8x + 8x = 1512

Step 2: Combine like terms
16x = 1512

Step 3: Solve for x
x = 1512 / 16
x = 94.5

Since the train fare for one person is Rs.94.5, we need to find the closest option.

Final Answer: 'C'. '88'"
239,"You can rent DVDs at a local video store for $4.00 per movie without a membership. However, if you purchase a membership for $7.00 per month, you can rent DVDs for $2.00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?
A)1  B)2  C)3  D)4  E)5",D, Final Answer: C) 3
240,"Two ants are moving from their farms towards each other. Ant A is moving at a speed of 9 cm per hour and ant B is moving at a speed of 6 cm per hour. If the farms are 75 cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?
A)45  B)48  C)51  D)54  E)57",A," Let's think step by step.

Step 1: Calculate the combined speed of both ants.
Ant A's speed = 9 cm/hour
Ant B's speed = 6 cm/hour
Combined speed = Ant A's speed + Ant B's speed
Combined speed = 9 cm/hour + 6 cm/hour = 15 cm/hour

Step 2: Calculate the time it takes for the ants to meet.
Distance between farms = 75 cm
Combined speed = 15 cm/hour
Time to meet = Distance / Combined speed
Time to meet = 75 cm / 15 cm/hour = 5 hours

Step 3: Calculate the distance Ant A travels until meeting Ant B.
Ant A's speed = 9 cm/hour
Time to meet = 5 hours
Distance Ant A travels = Ant A's speed * Time to meet
Distance Ant A travels = 9 cm/hour * 5 hours = 45 cm

Final Answer: 'B'. '45'"
241,"In a survey of students, each student selected from a list of 10 songs the 2 songs that the student liked best. If each song was selected 5 times, how many students were surveyed?
A)96  B)48  C)32  D)25  E)18",D, Final Answer: B. 48
242,"If a man rows at the rate of 4 kmph in still water and his rate against the current is 2 kmph, then the man's rate along the current is:
A)15 kmph  B)6 kmph  C)12 kmph  D)14 kmph  E)6 kmph",E," Let's think step by step.

1. Let the speed of the current be 'c' kmph.
2. The man's speed in still water is 4 kmph.
3. His speed against the current is 2 kmph.

When the man rows against the current, his effective speed is the difference between his speed in still water and the speed of the current. So, we can write the equation:

4 - c = 2

Now, let's solve for 'c':

c = 4 - 2
c = 2 kmph

The speed of the current is 2 kmph.

Now, we need to find the man's rate along the current. When he rows along the current, his effective speed is the sum of his speed in still water and the speed of the current. So, we can write the equation:

4 + c = 4 + 2

Now, let's solve for the man's rate along the current:

4 + 2 = 6 kmph

Final Answer: 'B' 6 kmph"
243,"If m > 0, y > 0, and x is m percent of 4y, then, in terms of y, m is what percentage of x?
A)y/400  B)4y  C)50y  D)2500/y  E)5000/y",D," Step 1: Express x in terms of y and m.
Since x is m percent of 4y, we can write it as:
x = (m/100) * 4y

Step 2: Simplify the expression for x.
x = (4my)/100

Step 3: Express m in terms of x and y.
To find m as a percentage of x, we need to isolate m in the equation above. We can do this by multiplying both sides of the equation by 100/4y:
m = (100/4y) * x

Step 4: Simplify the expression for m.
m = (25/y) * x

Step 5: Express m as a percentage of x.
To express m as a percentage of x, we need to divide m by x and multiply by 100:
(m/x) * 100 = ((25/y) * x) / x * 100

Step 6: Simplify the expression.
(m/x) * 100 = (25/y) * 100

Step 7: Simplify further.
m = (2500/y)

Final Answer: 'D'. '2500/y'"
