,Question,Correct Answer,Gemma_9B Full
93,"Mark told John ""If you give me half your money I will have Rs.75. John said, ""if you give me one third of your money, I will have Rs.75/-. How much money did John have ?
A)22  B)60  C)28  D)26  E)18",B,"Here's how to solve this problem step-by-step:

**Let's use variables:**

* Let Mark's money be represented by 'm'
* Let John's money be represented by 'j'

**Set up equations based on their statements:**

*  Mark's statement: m + (j/2) = 75 
*  John's statement: j + (m/3) = 75

**Solve for one variable in terms of the other:**

Let's solve Mark's equation for 'm':
* m = 75 - (j/2)

**Substitute this value of 'm' into John's equation:**

* j + ((75 - (j/2))/3) = 75

**Simplify and solve for 'j':**

* j + (75/3) - (j/6) = 75
* j + 25 - (j/6) = 75
* (6j/6) + 150/6 - (j/6) = 450/6
* 5j/6 = 300/6
* 5j = 300
* j = 60


**Final Answer: B. 60** 
"
94,"In a large forest, 300 deer were caught, tagged, and returned during 2001. During 2002, 500 deer were caught at random, of which only 20 had tags from the previous year. If the percent of deer in the forest that had tags during the second year and were caught in the 500 deer sample is representative of the percent of the total deer population in the forest with tags, what is the total deer population in the forest (assuming no change in population between 2001 and 2002)?
A)300  B)500  C)5000  D)6000  E)7500",E,"Here's how to solve the problem step-by-step:

**1.  Find the proportion of tagged deer in the sample:**

*  20 tagged deer out of 500 total deer caught means the proportion of tagged deer in the sample is 20/500 = 0.04

**2.  Relate the sample proportion to the overall population proportion:**

* We're told this sample proportion is representative of the overall proportion of tagged deer in the forest.  

**3.  Use the known tagged population to find the total population:**

* We know 300 deer were tagged in 2001.
* Let 'x' represent the total deer population.
*  The proportion of tagged deer in the population is 300/x.
*  We set this proportion equal to the sample proportion: 300/x = 0.04

**4.  Solve for x (the total deer population):**

* Multiply both sides of the equation by x: 300 = 0.04x
* Divide both sides by 0.04: x = 7500


**Final Answer: E. 7500** 
"
95,"Silu and Meenu were walking on the road.
Silu said, ""I weigh 51 Kgs. How much do you weigh?""
Meenu replied that she wouldn't reveal her weight directly as she is overweight.
But she said, ""I weigh 29 Kgs plus half of my weight. ""How much does Meenu weigh?
A)12  B)28  C)27  D)58  E)91",D,"Here's how to solve the problem step-by-step:

**1. Set up an equation:**

Let Meenu's weight be represented by the variable ""x"".  Meenu's statement can be translated into the following equation:

x = 29 + (x/2)

**2. Solve for x:**

* Subtract (x/2) from both sides of the equation: 
   (x/2) = 29

* Multiply both sides by 2:
   x = 58


**Final Answer: D. 58** 
"
96,"Boomtown urban planners expect the city’s population to increase by 10% per year over the next two years. If that projection were to come true, the population two years from now would be exactly double the population of one year ago. Which of the following is closest to the percent population increase in Boomtown over the last year?
A)20%  B)40%  C)50%  D)65%  E)75%",D,"Here's how to solve this problem step-by-step:

**1. Define Variables**

* Let 'P' represent the current population of Boomtown.

**2. Set Up the Equations**

*  Population after one year: 1.10P (a 10% increase)
*  Population after two years: 1.10 * 1.10P = 1.21P 

* We're told the population after two years will be double the population after one year: 1.21P = 2 * 1.10P

**3. Solve for the Increase**

* Simplify the equation: 1.21P = 2.20P
*  Subtract 1.10P from both sides: 0.11P = 0.10P
*  This means the population increased by 10% in the first year.

**4.  Express as a Percentage**

* The population increase over the last year is 10%.


Final Answer: A. 10"
97,"What is 60% of 30% of 1400 grams?
A)450 gms  B)100 gms  C)252 gms  D)240 gms  E)None of these",C,"Here's how to solve the problem step-by-step:

**1. Calculate 30% of 1400 grams:**

*  30% = 0.30 (convert percentage to decimal)
*  0.30 * 1400 grams = 420 grams

**2. Calculate 60% of 420 grams:**

* 60% = 0.60 (convert percentage to decimal)
* 0.60 * 420 grams = 252 grams


**Final Answer: C. 252** 
"
98,"Last year, 34 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, 1/3 was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?
A)1.3  B)1.5  C)2.1  D)2.5  E)3.1",B,"Here's how to solve the problem step-by-step:

**1.  Calculate the revenue from non-novel sales:**

* If 34% of sales came from novels, then 100% - 34% = 66% came from other sources.

**2. Calculate the revenue from biographies:**

*  1/3 of the non-novel revenue came from biographies, so the revenue from biographies is (1/3) * 66% = 22%.

**3.  Find the ratio of novel revenue to biography revenue:**

*  The ratio is 34% : 22%

**4. Simplify the ratio:**

*  Divide both sides by 2% to get 17 : 11

**5. Express the ratio as a decimal:**

* 17/11 = 1.55 (approximately)



**Final Answer: B. 1.5** 
"
99,"A sales person gets a 10% commission on each sale he makes. How many sales of $250 each must he make in order to reach a salary of at least $1000?
A)15  B)24  C)25  D)40  E)52",D,"Here's how to solve the problem step-by-step:

**1. Calculate the commission earned per sale:**

* Commission rate = 10%
* Sale price = $250
* Commission per sale = (10/100) * $250 = $25

**2.  Determine the number of sales needed to reach the target salary:**

* Target salary = $1000
* Commission per sale = $25
* Number of sales = Target salary / Commission per sale 
* Number of sales = $1000 / $25 = 40

**Final Answer: D. 40** 


"
100,"30 is subtracted from a number, it is reduced to its one third. What is the value of 50% of that number?
A)22.5  B)84  C)21  D)24  E)25",A,"Here's how to solve the problem step-by-step:

**1. Set up an equation:**

* Let ""x"" represent the original number.
*  The problem states: ""30 is subtracted from a number, it is reduced to its one third.""  This translates to the equation:  x - 30 = (1/3)x

**2. Solve for x:**

* Subtract (1/3)x from both sides: (2/3)x - 30 = 0
* Add 30 to both sides: (2/3)x = 30
* Multiply both sides by (3/2): x = 45

**3. Calculate 50% of x:**

* 50% is equivalent to 0.50
* 0.50 * 45 = 22.5


**Final Answer: A. 22.5** 
"
101,"At the of his one-year investment, Charles received $54,080, including interest and principal from a certain investment. If the investment paid an annual interest of 8 percent compounded semi-annually, which of the following is the amount of money that Charles originally invested?
A)$45,000  B)$50,000  C)$54,000  D)$59,000  E)$62,000",B,"Here's how to solve the problem step-by-step:

**1. Understand Compound Interest**

Compound interest means that interest is calculated not only on the principal amount but also on the accumulated interest from previous periods.  Since the interest is compounded semi-annually, it's calculated twice a year.

**2.  Formula**

The formula for compound interest is:

A = P (1 + r/n)^(nt)

Where:

* A = the future value of the investment/loan, including interest
* P = the principal investment amount (the initial deposit or loan amount)
* r = the annual interest rate (as a decimal)
* n = the number of times that interest is compounded per year
* t = the number of years the money is invested or borrowed for

**3.  Plug in the Values**

We know:

* A = $54,080
* r = 8% = 0.08 (convert percentage to decimal)
* n = 2 (compounded semi-annually)
* t = 1 year

We need to find P.

**4. Solve for P**

* 54080 = P (1 + 0.08/2)^(2*1)
* 54080 = P (1 + 0.04)^2
* 54080 = P (1.04)^2
* 54080 = P * 1.0816
* P = 54080 / 1.0816
* P ≈ $50,000




**Final Answer: B. 2** 
"
102,"A company produces 420 units of a particular computer component every month, at a production cost to the company of $110 per component, and sells all of the components by the end of each month. What is the minimum selling price per component that will guarantee that the yearly profit (revenue from sales minus production costs) will be at least $626,400 ?
A)226  B)230  C)240  D)260  E)280",B,"Here's how to solve the problem step-by-step:

**1. Calculate the total production cost per year:**

* Production cost per component: $110
* Components produced per month: 420
* Components produced per year: 420 * 12 = 5040
* Total production cost per year: $110 * 5040 = $554,400

**2. Calculate the required revenue to achieve the desired profit:**

* Desired profit: $626,400
* Total production cost: $554,400
* Required revenue: $626,400 + $554,400 = $1,180,800

**3. Calculate the minimum selling price per component:**

* Required revenue: $1,180,800
* Components sold per year: 5040
* Minimum selling price per component: $1,180,800 / 5040 = $234.00 (rounded to the nearest cent)


**Final Answer: B. 230** 
"
103,"An organization decided to raise Rs. 6 lakh by collecting equal contribution from each of its employees. If each of them had contributed Rs. 60 extra, the contribution would have been Rs. 6.24 lakh. How many employees are there in that organization?
A)300  B)200  C)400  D)100  E)500",C,"Here's how to solve the problem step-by-step:

**1. Define Variables**

* Let 'x' be the original number of employees.
* Let 'y' be the original contribution from each employee.

**2. Set Up Equations**

* We know that the total contribution was Rs. 6 lakh (600,000), so:  x * y = 600000 
* If each employee had contributed Rs. 60 extra, the total contribution would have been Rs. 6.24 lakh (624,000), so: x * (y + 60) = 624000

**3. Solve the System of Equations**

We can use substitution or elimination. Let's use substitution:

* Solve the first equation for 'y':  y = 600000 / x
* Substitute this value of 'y' into the second equation: x * (600000/x + 60) = 624000
* Simplify and solve for 'x':
    * 600000 + 60x = 624000
    * 60x = 24000
    * x = 400

**4. Final Answer**

There are **C) 400** employees in the organization. 


"
104,"Six pita breads contain the same amount of falafel as do two rolls. Three rolls contain the same amount of falafel as five baguettes do. Two baguettes contain the same amount of falafel as how many pita breads?
A)12/25  B)3/2  C)3  D)2  E)25/3",C,"Here's how to solve this problem step-by-step:

**1. Define Variables**

* Let 'p' represent the amount of falafel in one pita bread.
* Let 'r' represent the amount of falafel in one roll.
* Let 'b' represent the amount of falafel in one baguette.

**2. Set Up Equations**

*  ""Six pita breads contain the same amount of falafel as do two rolls"": 6p = 2r 
*  ""Three rolls contain the same amount of falafel as five baguettes do"": 3r = 5b
*  ""Two baguettes contain the same amount of falafel as how many pita breads?""  We want to find out how many pita breads (p) are equal to 2b.

**3. Solve for One Variable in Terms of Another**

* From the first equation (6p = 2r), solve for 'r':  r = 3p
* Substitute this value of 'r' into the second equation: 3(3p) = 5b
* Simplify: 9p = 5b
* Solve for 'b': b = (9/5)p

**4.  Find the Equivalent Number of Pita Breads**

* We know 2b =  ?p  
* Substitute the value of 'b' we found: 2 * ((9/5)p) = ?p
* Simplify: (18/5)p = ?p

**5.  Determine the Ratio**

*  To find the number of pita breads equivalent to 2 baguettes, we need to find the ratio:  (18/5)p / p
* Simplify: 18/5 = 3.6


**Final Answer: None of the provided options are correct.** 

The answer is 3.6 pita breads. 
"
105,"If a subscription for 15 issues of a magazine costs $42.00 and represents a saving of 25 percent of the cover prices, what is the cover price per issue?
A)$7.73  B)$6.73  C)$5.73  D)$4.73  E)$3.73",E,"Here's how to solve the problem step-by-step:

**1.  Represent the unknown:**

* Let 'x' be the cover price per issue.

**2.  Set up the equation:**

* The cost of 15 issues at the cover price would be 15x.
* The subscription price represents a 25% saving, meaning the subscriber pays 75% of the total cover price (100% - 25% = 75%).
*  Therefore, the equation is: 0.75 * 15x = $42.00

**3.  Solve for x:**

* Simplify the equation: 11.25x = $42.00
* Divide both sides by 11.25: x = $42.00 / 11.25
* Calculate the result: x = $3.73

**Final Answer: E. 3.73** 


"
