,Question,Correct Answer,Ministral 8B
239,"You can rent DVDs at a local video store for $4.00 per movie without a membership. However, if you purchase a membership for $7.00 per month, you can rent DVDs for $2.00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?
A)1  B)2  C)3  D)4  E)5",D,"To determine the minimum number of DVDs you need to rent to make it worth purchasing the membership, we need to compare the total cost of renting DVDs with and without the membership.

1. **Cost without membership:**
   - Cost per DVD: $4.00
   - Let \( n \) be the number of DVDs rented.
   - Total cost without membership: \( 4n \)

2. **Cost with membership:**
   - Membership cost: $7.00 per month
   - Cost per DVD with membership: $2.00
   - Total cost with membership: \( 7 + 2n \)

3. **Break-even point:**
   - We need to find the smallest \( n \) such that the total cost with membership is less than or equal to the total cost without membership.
   - Set up the inequality:
     \[
     7 + 2n \leq 4n
     \]

4. **Solve the inequality:**
   - Subtract \( 2n \) from both sides:
     \[
     7 \leq 2n
     \]
   - Divide both sides by 2:
     \[
     \frac{7}{2} \leq n
     \]
   - Simplify:
     \[
     3.5 \leq n
     \]

5. **Conclusion:**
   - Since \( n \) must be a whole number, the smallest integer greater than or equal to 3.5 is 4.
   - Therefore, you need to rent at least 4 DVDs to make it worth purchasing the membership.

Final Answer: D. 4"
240,"Two ants are moving from their farms towards each other. Ant A is moving at a speed of 9 cm per hour and ant B is moving at a speed of 6 cm per hour. If the farms are 75 cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?
A)45  B)48  C)51  D)54  E)57",A,"To solve this problem, we need to determine the time it takes for the two ants to meet and then calculate the distance Ant A travels in that time.

1. **Calculate the combined speed of the ants:**
   - Ant A's speed: 9 cm/hour
   - Ant B's speed: 6 cm/hour
   - Combined speed: \( 9 \text{ cm/hour} + 6 \text{ cm/hour} = 15 \text{ cm/hour} \)

2. **Determine the time it takes for the ants to meet:**
   - The total distance between the farms: 75 cm
   - Time taken to meet: \( \frac{\text{Total distance}}{\text{Combined speed}} = \frac{75 \text{ cm}}{15 \text{ cm/hour}} = 5 \text{ hours} \)

3. **Calculate the distance Ant A travels in 5 hours:**
   - Distance traveled by Ant A: \( 9 \text{ cm/hour} \times 5 \text{ hours} = 45 \text{ cm} \)

Final Answer: A. 45"
241,"In a survey of students, each student selected from a list of 10 songs the 2 songs that the student liked best. If each song was selected 5 times, how many students were surveyed?
A)96  B)48  C)32  D)25  E)18",D,Final Answer: B. 48
242,"If a man rows at the rate of 4 kmph in still water and his rate against the current is 2 kmph, then the man's rate along the current is:
A)15 kmph  B)6 kmph  C)12 kmph  D)14 kmph  E)6 kmph",E,"To solve this problem, we need to determine the man's rate along the current. We know the man's rate in still water and his rate against the current. Let's denote:

- \( V_m \) as the man's rate in still water (4 kmph)
- \( V_c \) as the rate of the current
- \( V_{against} \) as the man's rate against the current (2 kmph)

The man's rate against the current is given by:
\[ V_{against} = V_m - V_c \]

We can solve for \( V_c \):
\[ 2 = 4 - V_c \]
\[ V_c = 4 - 2 \]
\[ V_c = 2 \text{ kmph} \]

Now, the man's rate along the current is given by:
\[ V_{with} = V_m + V_c \]

Substituting the known values:
\[ V_{with} = 4 + 2 \]
\[ V_{with} = 6 \text{ kmph} \]

Final Answer: B. 6 kmph"
243,"If m > 0, y > 0, and x is m percent of 4y, then, in terms of y, m is what percentage of x?
A)y/400  B)4y  C)50y  D)2500/y  E)5000/y",D,"Let's solve this step by step.

Given:
- \( m > 0 \)
- \( y > 0 \)
- \( x \) is \( m \) percent of \( 4y \)

We can write the relationship between \( x \) and \( y \) as:
\[ x = \frac{m}{100} \times 4y \]

We want to find \( m \) as a percentage of \( x \). Let's denote this percentage as \( p \). So we have:
\[ p = \frac{m}{x} \times 100 \]

Substitute \( x \) from the first equation into the second equation:
\[ p = \frac{m}{\frac{m}{100} \times 4y} \times 100 \]

Simplify the equation:
\[ p = \frac{m}{\frac{4m}{100}y} \times 100 \]
\[ p = \frac{100m}{4my} \times 100 \]
\[ p = \frac{100}{4y} \times 100 \]
\[ p = \frac{10000}{4y} \]
\[ p = \frac{2500}{y} \]

So, in terms of \( y \), \( m \) is \( \frac{2500}{y} \) percent of \( x \).

Final Answer: D. 2500/y"
244,"The sum of the digits of a three digit number is 17, and the sum of the squares of its digits is 109. If we subtract 495 from the number, we shall get a number consisting of the same digits written in the reverse order. Find the number.
A)368  B)377  C)288  D)997  E)112",A,"To solve this problem, let's denote the three-digit number as \( \overline{abc} \), where \( a \), \( b \), and \( c \) are the digits of the number. We are given the following conditions:

1. The sum of the digits is 17:
   \[
   a + b + c = 17
   \]

2. The sum of the squares of the digits is 109:
   \[
   a^2 + b^2 + c^2 = 109
   \]

3. If we subtract 495 from the number, we get a number consisting of the same digits written in reverse order:
   \[
   \overline{abc} - 495 = \overline{cba}
   \]

Let's solve this step by step.

### Step 1: Express the number and its reverse
The number \( \overline{abc} \) can be written as:
\[
100a + 10b + c
\]
The reverse of the number \( \overline{cba} \) can be written as:
\[
100c + 10b + a
\]

### Step 2: Set up the equation from the third condition
Using the third condition:
\[
100a + 10b + c - 495 = 100c + 10b + a
\]
Simplify this equation:
\[
100a + c - 495 = 100c + a
\]
\[
100a - a + c - 100c = 495
\]
\[
99a - 99c = 495
\]
\[
a - c = 5
\]

### Step 3: Solve for \( a \) and \( c \)
From \( a - c = 5 \), we can express \( a \) in terms of \( c \):
\[
a = c + 5
\]

### Step 4: Substitute \( a \) into the first condition
Substitute \( a = c + 5 \) into the first condition:
\[
(c + 5) + b + c = 17
\]
\[
2c + b + 5 = 17
\]
\[
2c + b = 12
\]

### Step 5: Substitute \( a \) into the second condition
Substitute \( a = c + 5 \) into the second condition:
\[
(c + 5)^2 + b^2 + c^2 = 109
\]
\[
c^2 + 10c + 25 + b^2 + c^2 = 109
\]
\[
2c^2 + 10c + b^2 + 25 = 109
\]
\[
2c^2 + 10c + b^2 = 84
\]

### Step 6: Solve for \( b \)
From \( 2c + b = 12 \), solve for \( b \):
\[
b = 12 - 2c
\]

### Step 7: Substitute \( b \) into the equation for the sum of squares
Substitute \( b = 12 - 2c \) into \( 2c^2 + 10c + b^2 = 84 \):
\[
2c^2 + 10c + (12 - 2c)^2 = 84
\]
\[
2c^2 + 10c + (144 - 48c + 4c^2) = 84
\]
\[
2c^2 + 10c + 144 - 48c + 4c^2 = 84
\]
\[
6c^2 - 38c + 144 = 84
\]
\[
6c^2 - 38c + 60 = 0
\]
\[
c^2 - \frac{19}{3}c + 10 = 0
\]

### Step 8: Solve the quadratic equation
Solve the quadratic equation \( c^2 - \frac{19}{3}c + 10 = 0 \) using the quadratic formula:
\[
c = \frac{\frac{19}{3} \pm \sqrt{\left(\frac{19}{3}\right)^2 - 4 \cdot 1 \cdot 10}}{2 \cdot 1}
\]
\[
c = \frac{\frac{19}{3} \pm \sqrt{\frac{361}{9} - 40}}{2}
\]
\[
c = \frac{\frac{19}{3} \pm \sqrt{\frac{361 - 360}{9}}}{2}
\]
\[
c = \frac{\frac{19}{3} \pm \frac{1}{3}}{2}
\]
\[
c = \frac{19 \pm 1}{6}
\]
\[
c = 4 \quad \text{or} \quad c = \frac{10}{3}
\]

Since \( c \) must be an integer, \( c = 4 \).

### Step 9: Find \( a \) and \( b \)
If \( c = 4 \):
\[
a = c + 5 = 4 + 5 = 9
\]
\[
b = 12 - 2c = 12 - 2 \cdot 4 = 4
\]

### Step 10: Verify the solution
The number is \( \overline{abc} = 944 \). Check the conditions:
1. \( a + b + c = 9 + 4 + 4 = 17 \)
2. \( a^2 + b^2 + c^2 = 9^2 + 4^2 + 4^2 = 81 + 16 + 16 = 113 \) (This does not match"
245,"If n is such that 36 ≤ n ≤ 72, then x = (n2 + 2√n(n + 4) + 16) / (n+ 4√n+ 4) satisfies
A)20 < x < 54  B)23 < x < 58  C)25 < x < 64  D)28 < x < 60  E)None of these",D,"To solve this problem, we need to analyze the expression for \( x \) and determine its range for \( 36 \leq n \leq 72 \).

Given:
\[ x = \frac{n^2 + 2\sqrt{n(n+4)} + 16}{n + 4\sqrt{n} + 4} \]

First, let's simplify the expression for \( x \).

1. **Simplify the numerator:**
   \[ n^2 + 2\sqrt{n(n+4)} + 16 \]

2. **Simplify the denominator:**
   \[ n + 4\sqrt{n} + 4 \]

3. **Combine the terms:**
   \[ x = \frac{n^2 + 2\sqrt{n(n+4)} + 16}{n + 4\sqrt{n} + 4} \]

To simplify further, we can factor the numerator and denominator:

4. **Factor the numerator:**
   \[ n^2 + 2\sqrt{n(n+4)} + 16 = (\sqrt{n})^2 + 2\sqrt{n}\sqrt{n+4} + (\sqrt{n+4})^2 \]
   \[ = (\sqrt{n} + \sqrt{n+4})^2 \]

5. **Factor the denominator:**
   \[ n + 4\sqrt{n} + 4 = (\sqrt{n})^2 + 4\sqrt{n} + 4 \]
   \[ = (\sqrt{n} + 2)^2 \]

6. **Rewrite \( x \):**
   \[ x = \frac{(\sqrt{n} + \sqrt{n+4})^2}{(\sqrt{n} + 2)^2} \]

7. **Simplify the fraction:**
   \[ x = \frac{\sqrt{n} + \sqrt{n+4}}{\sqrt{n} + 2} \]

Now, we need to determine the range of \( x \) for \( 36 \leq n \leq 72 \).

8. **Analyze the behavior of \( x \):**
   - As \( n \) increases from 36 to 72, \( \sqrt{n} \) increases from \( \sqrt{36} \) to \( \sqrt{72} \).
   - The term \( \sqrt{n+4} \) increases from \( \sqrt{40} \) to \( \sqrt{76} \).

9. **Evaluate the bounds:**
   - When \( n = 36 \):
     \[ x = \frac{\sqrt{36} + \sqrt{40}}{\sqrt{36} + 2} = \frac{6 + \sqrt{40}}{6 + 2} = \frac{6 + 6.32}{8} \approx 1.86 \]
   - When \( n = 72 \):
     \[ x = \frac{\sqrt{72} + \sqrt{76}}{\sqrt{72} + 2} = \frac{8.49 + 8.72}{8.49 + 2} \approx 1.92 \]

10. **Determine the range:**
    - The value of \( x \) increases as \( n \) increases.
    - The minimum value of \( x \) is approximately 1.86.
    - The maximum value of \( x \) is approximately 1.92.

Given the options:
- A) \( 20 < x < 54 \)
- B) \( 23 < x < 58 \)
- C) \( 25 < x < 64 \)
- D) \( 28 < x < 60 \)
- E) None of these

The correct answer is:
\[ \text{Final Answer: E} \]"
246,"Two cars start at the same time from opposite ends of a highway that is 50 miles long. One car is riding at 12 mph and the second car is riding at 13 mph. How long after they begin will they meet?
A) 1  B) 1.25  C) 1.50  D) 1.75  E) 2",E,"To solve this problem, we need to determine when the two cars will meet. Since they are traveling towards each other, we can add their speeds together to find the rate at which the distance between them is decreasing.

1. The speed of the first car is 12 mph.
2. The speed of the second car is 13 mph.
3. The combined speed at which they are approaching each other is \(12 + 13 = 25\) mph.

Now, we need to find out how long it will take for them to cover the 50 miles between them at this combined speed.

4. The time \(t\) it takes for them to meet can be found using the formula:
\[ \text{Distance} = \text{Speed} \times \text{Time} \]
\[ 50 \text{ miles} = 25 \text{ mph} \times t \]

5. Solving for \(t\):
\[ t = \frac{50 \text{ miles}}{25 \text{ mph}} \]
\[ t = 2 \text{ hours} \]

So, the two cars will meet after 2 hours.

Final Answer: E. 2"
247,"A man wants to eat fruit for breakfast and vegetable for dinner. He has 6 different types of fruit and 8 different types of vegetables. He can only eat one type at a time. In how many ways can he eat breakfast and dinner.
A)54  B)24  C)48  D)20  E)36",C,"To solve this problem, we need to calculate the total number of ways the man can choose his breakfast and dinner.

1. **Choosing Breakfast:**
   - The man has 6 different types of fruit to choose from for breakfast.
   - Therefore, there are 6 ways he can choose his breakfast.

2. **Choosing Dinner:**
   - After choosing his breakfast, he still has 8 different types of vegetables to choose from for dinner.
   - Therefore, there are 8 ways he can choose his dinner.

3. **Total Number of Ways:**
   - To find the total number of ways he can eat breakfast and dinner, we multiply the number of choices for breakfast by the number of choices for dinner.
   - Total ways = Number of breakfast choices × Number of dinner choices
   - Total ways = 6 × 8
   - Total ways = 48

Final Answer: C. 48"
248,"An express electric train takes exact three seconds to enter tunnel which is 1 mile long.
If train is traveling at 120 mile an hour, how long will it take to pass completely through the tunnel ?
A)43 seconds  B)39 seconds  C)20 seconds  D)33 seconds  E)55 seconds",D,"To solve this problem, we need to determine the speed of the train in miles per second and then calculate the time it takes to pass through the tunnel.

1. **Convert the speed from miles per hour to miles per second:**
   - The train's speed is 120 miles per hour.
   - There are 3600 seconds in an hour (60 seconds/minute * 60 minutes/hour).
   - So, the speed in miles per second is:
     \[
     \text{Speed in miles per second} = \frac{120 \text{ miles}}{3600 \text{ seconds}} = \frac{1}{30} \text{ miles per second}
     \]

2. **Calculate the time it takes to pass through the tunnel:**
   - The tunnel is 1 mile long.
   - The train takes 3 seconds to enter the tunnel.
   - To pass completely through the tunnel, the train needs to travel the length of the tunnel plus the time it takes to enter the tunnel.
   - The time to travel 1 mile at the speed of \(\frac{1}{30}\) miles per second is:
     \[
     \text{Time to travel 1 mile} = 1 \text{ mile} \times 30 \text{ seconds/mile} = 30 \text{ seconds}
     \]
   - Adding the 3 seconds it takes to enter the tunnel:
     \[
     \text{Total time to pass through the tunnel} = 30 \text{ seconds} + 3 \text{ seconds} = 33 \text{ seconds}
     \]

Final Answer: D. 33 seconds"
249,"[(272 - 32) (124 + 176)] / (17 x 15 - 15) = ?
A)0  B)2.25  C)300  D)400  E)None of these",C,Final Answer: 'A'. 0
250,"The telephone bill of a certain establishment is party fixed and partly varies as the number of calls consumed. When in a certain month 540 calls made the bill is Rs.1800. In another month 620 calls are consumed then the bill becomes Rs.2040. In another month 500 units are consumed due to more
holidays. The bill for that month would be :
A)Rs.1560  B)Rs.1680  C)Rs.1840  D)Rs.1950  E)Rs.1690",B,"To solve this problem, we need to determine the fixed part of the bill and the cost per call. We can set up two equations based on the information given:

1. For 540 calls, the bill is Rs.1800.
2. For 620 calls, the bill is Rs.2040.

Let's denote the fixed part of the bill as \( F \) and the cost per call as \( C \). We can write the following equations:

\[ F + 540C = 1800 \]
\[ F + 620C = 2040 \]

Now, we can solve these two equations to find \( F \) and \( C \).

First, subtract the first equation from the second equation to eliminate \( F \):

\[ (F + 620C) - (F + 540C) = 2040 - 1800 \]
\[ 620C - 540C = 240 \]
\[ 80C = 240 \]
\[ C = \frac{240}{80} \]
\[ C = 3 \]

Now that we have the cost per call, we can substitute \( C \) back into one of the original equations to find \( F \). Let's use the first equation:

\[ F + 540C = 1800 \]
\[ F + 540(3) = 1800 \]
\[ F + 1620 = 1800 \]
\[ F = 1800 - 1620 \]
\[ F = 180 \]

Now we have the fixed part of the bill (\( F = 180 \)) and the cost per call (\( C = 3 \)).

For the month with 500 calls, the bill would be:

\[ F + 500C = 180 + 500(3) \]
\[ F + 1500 = 180 + 1500 \]
\[ F + 1500 = 1680 \]

Final Answer: B. 1680"
251,"Fernando purchased a university meal plan that allows him to have a total of 3 lunches and 3 dinners per week. If the cafeteria is closed on weekends and Fernando always goes home for a dinner on Friday nights, how many options does he have to allocate his meals?
A)5C3*4C3  B)5C4*4C2  C)5C2*4C4  D)5C6*4C5  E)4C3*4C3",A,"To solve this problem, we need to consider the constraints and the options available to Fernando.

1. **Total Meals**: Fernando has a total of 6 meals per week (3 lunches and 3 dinners).
2. **Weekend Closure**: The cafeteria is closed on weekends, so Fernando can only have meals from Monday to Thursday.
3. **Friday Dinner**: Fernando always goes home for dinner on Friday nights, so he has no dinner options on Friday.

Given these constraints, let's break down the problem:

- **Lunches**: Fernando has 3 lunches to allocate from Monday to Thursday. This is a combination problem where we need to choose 3 days out of 4 for lunch. This can be calculated using the combination formula \( C(n, k) = \frac{n!}{k!(n-k)!} \), where \( n \) is the total number of items, and \( k \) is the number of items to choose.

  For lunches:
  \[
  C(4, 3) = \frac{4!}{3!(4-3)!} = \frac{4 \times 3 \times 2 \times 1}{3 \times 2 \times 1 \times 1} = 4
  \]

- **Dinners**: Since Fernando has no dinner options on Friday, he has 3 dinners to allocate from Monday to Thursday. This is also a combination problem where we need to choose 3 days out of 3 for dinner.

  For dinners:
  \[
  C(3, 3) = \frac{3!}{3!(3-3)!} = \frac{3 \times 2 \times 1}{3 \times 2 \times 1 \times 1} = 1
  \]

Now, we need to multiply the number of lunch options by the number of dinner options to get the total number of meal allocation options:

\[
4 \text{ (lunch options)} \times 1 \text{ (dinner options)} = 4
\]

However, this calculation does not match any of the provided options. Let's re-evaluate the options given:

- **Option A**: \( 5C3 \times 4C3 \)
- **Option B**: \( 5C4 \times 4C2 \)
- **Option C**: \( 5C2 \times 4C4 \)
- **Option D**: \( 5C6 \times 4C5 \)
- **Option E**: \( 4C3 \times 4C3 \)

Given the constraints, the correct interpretation should consider the total meals and the days available. The correct approach is to consider the total meals and the days available for each meal type.

The correct calculation should be:

- **Lunches**: \( C(4, 3) \)
- **Dinners**: \( C(3, 3) \)

However, the provided options suggest a different interpretation. The correct option should reflect the total number of ways to allocate meals considering the constraints.

Given the options, the correct interpretation is:

- **Option E**: \( 4C3 \times 4C3 \)

This option correctly reflects the allocation of meals considering the constraints.

**Final Answer**: E. 4"
